name,iata_code
Aurangabad Airport,IXU
Chhatrapati Shivaji International Airport,BOM
Bhuj Airport,BHJ
Belagavi Airport,IXG
Vadodara Airport,BDQ
Raja Bhoj International Airport,BHO
Bhavnagar Airport,BHU
Hubli Airport,HBX
Devi Ahilyabai Holkar Airport,IDR
Jabalpur Airport,JLR
Jamnagar Airport,JGA
Kandla Airport,IXY
Khajuraho Airport,HJR
Kolhapur Airport,KLH
Keshod Airport,IXK
Murod Kond Airport,LTU
Nanded Airport,NDC
Dr. Babasaheb Ambedkar International Airport,NAG
Nashik Airport,ISK
Pune Airport / Lohagaon Air Force Station,PNQ
Porbandar Airport,PBD
Swami Vivekananda Airport,RPR
Shirdi Airport,SAG
Surat Airport,STV
Maharana Pratap Airport,UDR
Bandaranaike International Colombo Airport,CMB
Batticaloa Airport,BTC
Colombo Ratmalana Airport,RML
Jaffna International Airport,JAF
Koggala Airport,KCT
China Bay Airport,TRR
Mattala Rajapaksa International Airport,HRI
Battambang Airport,BBM
Phnom Penh International Airport,PNH
Siem Reap-Angkor International Airport,SAI
Agartala - Maharaja Bir Bikram Airport,IXA
Bagdogra Airport,IXB
Shillong Airport,SHL
Lal Bahadur Shastri Airport,VNS
Biju Patnaik International Airport,BBI
Bilaspur Airport,PAB
Netaji Subhash Chandra Bose International Airport,CCU
Kazi Nazrul Islam Airport,RDP
Darbhanga Airport,DBR
Gorakhpur Airport,GOP
Lokpriya Gopinath Bordoloi International Airport,GAU
Gaya Airport,GAY
Imphal Airport,IMF
Jorhat Airport,JRH
Silchar Airport,IXS
Lengpui Airport,AJL
Lilabari North Lakhimpur Airport,IXI
Dibrugarh Airport,DIB
Dimapur Airport,DMU
Jay Prakash Narayan Airport,PAT
Birsa Munda Airport,IXR
Tezpur Airport,TEZ
Visakhapatnam Airport,VTZ
Barisal Airport,BZL
Cox's Bazar Airport,CXB
Shah Amanat International Airport,CGP
Hazrat Shahjalal International Airport,DAC
Jessore Airport,JSR
Shah Mokhdum Airport,RJH
Saidpur Airport,SPD
Osmany International Airport,ZYL
Hong Kong International Airport,HKG
Agra Airport / Agra Air Force Station,AGR
Prayagraj Airport,IXD
Sri Guru Ram Dass Jee International Airport,ATQ
Kullu Manali Airport,KUU
Bareilly Air Force Station,BEK
Chandigarh International Airport,IXC
Kanpur Airport,KNU
Dehradun Jolly Grant Airport,DED
Indira Gandhi International Airport,DEL
Kangra Airport,DHM
Gwalior Airport,GWL
Hisar Airport,HSS
Jodhpur Airport,JDH
Jaipur International Airport,JAI
Jaisalmer Airport,JSA
Jammu Airport,IXJ
Kishangarh Airport Ajmer,KQH
Leh Kushok Bakula Rimpochee Airport,IXL
Chaudhary Charan Singh International Airport,LKO
Moradabad Airport,MZS
Pathankot Airport,IXP
Pantnagar Airport,PGH
Sheikh ul Alam International Airport,SXR
Luang Phabang International Airport,LPQ
Pakse International Airport,PKZ
Wattay International Airport,VTE
Macau International Airport,MFM
Gautam Buddha International Airport,BWA
Janakpur Airport,JKR
Tribhuvan International Airport,KTM
Nepalgunj Airport,KEP
Pokhara Airport,PKR
Taplejung Airport,TPJ
Biratnagar Airport,BIR
Agatti Airport,AGX
Kempegowda International Airport,BLR
Vijayawada Airport,VGA
Coimbatore International Airport,CJB
Cochin International Airport,COK
Calicut International Airport,CCJ
Kadapa Airport,CDP
Manohar International Airport,GOX
Dabolim Airport,GOI
Rajiv Gandhi International Airport,HYD
Kannur International Airport,CNN
Kurnool Airport,KJB
Madurai Airport,IXM
Mangalore International Airport,IXE
Chennai International Airport,MAA
Veer Savarkar International Airport / INS Utkrosh,IXZ
Pondicherry Airport,PNY
Rajahmundry Airport,RJA
Tiruchirappalli International Airport,TRZ
Thiruvananthapuram International Airport,TRV
Paro International Airport,PBH
Maafaru International Airport,NMF
Gan International Airport,GAN
Hanimaadhoo Airport,HAQ
Kadhdhoo Airport,KDO
Malé International Airport,MLE
Kaadedhdhoo Airport,KDM
Villa International Airport Maamigili,VAM
Don Mueang International Airport,DMK
Trat Airport,TDX
Suvarnabhumi Airport,BKK
U-Tapao International Airport,UTP
Chiang Mai International Airport,CNX
Mae Hong Son Airport,HGN
Lampang Airport,LPT
Nan Airport,NNT
Mae Fah Luang - Chiang Rai International Airport,CEI
Phetchabun Airport,PHY
Hua Hin Airport,HHQ
Mae Sot Airport,MAQ
Sukhothai Airport,THS
Phitsanulok Airport,PHS
Surat Thani Airport,URT
Narathiwat Airport,NAW
Chumphon Airport,CJM
Nakhon Si Thammarat Airport,NST
Krabi Airport,KBV
Samui Airport,USM
Phuket International Airport,HKT
Ranong Airport,UNN
Hat Yai International Airport,HDY
Trang Airport,TST
Udon Thani Airport,UTH
Sakon Nakhon Airport,SNO
Surin Airport,PXR
Khon Kaen Airport,KKC
Loei Airport,LOE
Buri Ram Airport,BFV
Ubon Ratchathani Airport,UBP
Roi Et Airport,ROI
Nakhon Phanom Airport,KOP
Buon Ma Thuot Airport,BMV
Cat Bi International Airport,HPH
Cà Mau Airport,CAH
Cam Ranh International Airport / Cam Ranh Air Base,CXR
Con Dao Airport,VCS
Can Tho International Airport,VCA
Dien Bien Phu Airport,DIN
Dong Hoi Airport,VDH
Lien Khuong Airport,DLI
Da Nang International Airport,DAD
Noi Bai International Airport,HAN
Phu Bai International Airport,HUI
Phu Cat Airport,UIH
Pleiku Airport,PXU
Phu Quoc International Airport,PQC
Rach Gia Airport,VKG
Dong Tac Airport,TBB
Tan Son Nhat International Airport,SGN
Van Don International Airport,VDO
Vinh Airport,VII
Dawei Airport,TVY
Kengtung Airport,KET
Kyaukpyu Airport,KYP
Kawthoung Airport,KAW
Loikaw Airport,LIW
Lashio Airport,LSH
Mandalay International Airport,MDL
Myeik Airport,MGZ
Myitkyina Airport,MYT
Mong Hsat Airport,MOG
Nay Pyi Taw International Airport,NYT
Putao Airport,PBU
Sittwe Airport,AKY
Thandwe Airport,SNW
Tachileik Airport,THL
Yangon International Airport,RGN
Hasanuddin International Airport,UPG
Frans Kaisiepo Airport,BIK
Mozes Kilangin Airport,TIM
Denpasar I Gusti Ngurah Rai International Airport,DPS
Lombok International Airport,LOP
Sultan Babullah Airport,TTE
Toraja Airport,TRT
Mutiara - SIS Al-Jufrie Airport,PLW
Tjilik Riwut Airport,PKY
Yogyakarta International Airport,YIA
Tunggul Wulung Airport,CXP
Dortheys Hiyo Eluay International Airport,DJJ
Oksibil Airport,OKL
Mopah International Airport,MKQ
Tanah Merah Airport,TMH
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,BPN
Juwata International Airport / Suharnoko Harbani AFB,TRK
Aji Pangeran Tumenggung Pranoto International Airport,AAP
Naha Airport,NAH
Sam Ratulangi Airport,MDC
Warukin Airport,TJG
Syamsudin Noor International Airport,BDJ
Karel Sadsuitubun Airport,LUV
Namniwel Airport,NAM
Pattimura International Airport,AMQ
Kalimarau Airport,BEJ
Abdul Rachman Saleh Airport,MLG
Adisutjipto Airport,JOG
Adisumarmo Airport,SOC
Juanda International Airport,SUB
Achmad Yani Airport,SRG
Fakfak Airport,FKQ
Utarom Airport,KNG
Rendani Airport,MKW
Domine Eduard Osok Airport,SOQ
Wamena Airport,WMX
Matahora Airport,WNI
Sangia Nibandera Airport,KXB
Bintulu Airport,BTU
Kuching International Airport,KCH
Limbang Airport,LMN
Mukah Airport,MKM
Marudi Airport,MUR
Miri Airport,MYY
Sibu Airport,SBW
Bario Airport,BBN
Lahad Datu Airport,LDU
Kota Kinabalu International Airport,BKI
Labuan Airport,LBU
Sandakan Airport,SDK
Tawau Airport,TWU
Mulu Airport,MZV
Brunei International Airport,BWN
Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,PKU
Pinang Kampai Airport,DUM
Kertajati International Airport,KJT
Husein Sastranegara International Airport,BDO
Hang Nadim International Airport,BTH
Halim Perdanakusuma International Airport,HLP
Soekarno-Hatta International Airport,CGK
Radin Inten II International Airport,TKG
Binaka Airport,GNS
Kualanamu International Airport,KNO
Dr. Ferdinand Lumban Tobing Airport,FLZ
Alas Leuser Airport,LSR
Nanga Pinoh Airport,NPO
Rahadi Osman Airport,KTG
Ranai Airport,NTX
Supadio Airport,PNK
Pangsuma Airport,PSU
Tebelian Airport,SQG
Depati Amir Airport,PGK
Fatmawati Soekarno Airport,BKS
Sultan Mahmud Badaruddin II Airport,PLM
Pendopo Airport,PDO
Minangkabau International Airport,PDG
Cut Nyak Dhien Airport,MEQ
Rembele Airport,TXE
Sultan Iskandar Muda International Airport,BTJ
Tioman Airport,TOD
Sultan Abdul Halim Airport,AOR
Sultan Ismail Petra Airport,KBR
Kuantan Airport,KUA
Sultan Azlan Shah Airport,IPH
Senai International Airport,JHB
Kuala Lumpur International Airport,KUL
Langkawi International Airport,LGK
Sultan Mahmud Airport,TGG
Penang International Airport,PEN
Sultan Abdul Aziz Shah International Airport,SZB
Presidente Nicolau Lobato International Airport,DIL
Seletar Airport,XSP
Singapore Changi Airport,SIN
Albany Airport,ALH
Armidale Airport,ARM
Ayers Rock Connellan Airport,AYQ
Barcaldine Airport,BCI
Alice Springs Airport,ASP
Brisbane International Airport,BNE
Gold Coast Airport,OOL
Blackall Airport,BKQ
Cairns International Airport,CNS
Charleville Airport,CTL
Birdsville Airport,BVI
Broken Hill Airport,BHQ
Hamilton Island Airport,HTI
Bedourie Airport,BEU
Bourke Airport,BRK
Mount Isa Airport,ISA
Mackay Airport,MKY
Ballina Byron Gateway Airport,BNK
Oakey Army Aviation Centre,OKY
Boulia Airport,BQL
Proserpine Whitsunday Coast Airport,PPP
Rockhampton Airport,ROK
Broome International Airport,BME
Sunshine Coast Airport,MCY
Bathurst Airport,BHS
Townsville Airport / RAAF Base Townsville,TSV
Bundaberg Airport,BDB
Weipa Airport,WEI
Toowoomba Wellcamp Airport,WTB
Carnarvon Airport,CVQ
Cobar Airport,CAZ
Coober Pedy Airport,CPD
Cloncurry Airport,CNJ
Ceduna Airport,CED
Coffs Harbour Airport,CFS
Cooktown Airport,CTN
Cunnamulla Airport,CMA
Coonamble Airport,CNB
Coen Airport,CUQ
Cooma Snowy Mountains Airport,OOM
Devonport Airport,DPO
Elcho Island Airport,ELC
Emerald Airport,EMD
Esperance Airport,EPR
Fitzroy Crossing Airport,FIZ
Geraldton Airport,GET
Gladstone Airport,GLT
Groote Eylandt Airport,GTE
Griffith Airport,GFF
Hervey Bay Airport,HVB
Horn Island Airport,HID
Mount Hotham Airport,MHU
King Island Airport,KNS
Kowanyama Airport,KWM
Kingscote Airport,KGC
Leonora Airport,LNO
Lockhart River Airport,IRG
Lismore Airport,LSY
Lightning Ridge Airport,LHG
Longreach Airport,LRE
Leinster Airport,LER
Avalon Airport,AVV
Albury Airport,ABX
Meekatharra Airport,MKR
Melbourne Essendon Airport,MEB
Merimbula Airport,MIM
Maningrida Airport,MNG
Hobart International Airport,HBA
Mildura Airport,MQL
Launceston Airport,LST
Melbourne Moorabbin Airport,MBW
Melbourne Airport,MEL
Mount Magnet Airport,MMG
Moree Airport,MRZ
Moranbah Airport,MOV
Moruya Airport,MYA
Mount Gambier Airport,MGB
Narrandera Airport,NRA
Narrabri Airport,NAA
Normanton Airport,NTN
Newman Airport,ZNE
Adelaide International Airport,ADL
Port Augusta Airport,PUG
Paraburdoo Airport,PBO
Cocos (Keeling) Islands Airport,CCK
Darwin International Airport / RAAF Darwin,DRW
Gove Airport,GOV
Karratha Airport,KTA
Kalgoorlie Boulder Airport,KGI
Parkes Airport,PKE
East Kimberley Regional (Kununurra) Airport,KNX
Port Lincoln Airport,PLO
Learmonth Airport,LEA
Port Macquarie Airport,PQQ
Portland Airport,PTJ
Port Hedland International Airport,PHE
Perth International Airport,PER
Christmas Island Airport,XCH
Quilpie Airport,ULP
Roma Airport,RMA
Canberra Airport,CBR
Dubbo City Regional Airport,DBO
Shark Bay Airport,MJK
Shellharbour Airport,WOL
Snake Bay Airport,SNB
Norfolk Island International Airport,NLK
Sydney Kingsford Smith International Airport,SYD
Tamworth Airport,TMW
Wagga Wagga Airport,WGA
Thargomindah Airport,XTG
Thangool Airport,THG
Tennant Creek Airport,TCA
Windorah Airport,WNR
Whyalla Airport,WYA
Walgett Airport,WGE
Newcastle Airport,NTL
Wiluna Airport,WUN
Winton Airport,WIN
Wynyard Airport,BWT
Beijing Capital International Airport,PEK
Beijing Daxing International Airport,PKX
Chengde Puning Airport,CDE
Chifeng Yulong Airport,CIF
Qinhuangdao Beidaihe Airport,BPE
Ordos Ejin Horo Airport,DSN
Erenhot Saiwusu International Airport,ERL
Arxan Yi'ershi Airport,YIE
Handan Airport,HDG
Hohhot Baita International Airport,HET
Holingol Huolinhe Airport,HUO
Hulunbuir Hailar Airport,HLD
Linfen Yaodu Airport,LFQ
Lüliang Dawu Airport,LLV
Manzhouli Xijiao Airport,NZH
Baotou Donghe Airport,BAV
Shijiazhuang Zhengding International Airport,SJW
Tianjin Binhai International Airport,TSN
Tongliao Airport,TGO
Ulanqab Jining Airport,UCB
Xilinhot Airport,XIL
Yuncheng Zhangxiao Airport,YCU
Taiyuan Wusu International Airport,TYN
Bayannur Tianjitai Airport,RLK
Zhangjiakou Ningyuan Airport,ZQZ
Zhalantun Genghis Khan Airport,NZL
Beihai Fucheng Airport,BHY
Baise (Bose) Bama Airport,AEB
Changde Taohuayuan Airport,CGD
Huaihua Zhijiang Airport,HJJ
Chenzhou Beihu Airport,HCZ
Foshan Shadi Airport,FUO
Guangzhou Baiyun International Airport,CAN
Changsha Huanghua International Airport,CSX
Hechi Jinchengjiang Airport,HCJ
Huizhou Pingtan Airport,HUZ
Guilin Liangjiang International Airport,KWL
Yongzhou Lingling Airport,LLF
Nanning Wuxu Airport,NNG
Jieyang Chaoshan International Airport,SWA
Zhuhai Jinwan Airport,ZUH
Shaoyang Wugang Airport,WGN
Shenzhen Bao'an International Airport,SZX
Wuzhou Xijiang Airport,WUZ
Yulin Fumian Airport,YLX
Yueyang Sanhe Airport,YYA
Liuzhou Bailian Airport / Bailian Air Base,LZH
Zhanjiang Wuchuan Airport,ZHA
Zhengzhou Xinzheng International Airport,CGO
Ezhou Huahu Airport,EHU
Enshi Xujiaping Airport,ENH
Wuhan Tianhe International Airport,WUH
Jingzhou Shashi Airport,SHS
Luoyang Beijiao Airport,LYA
Shennongjia Hongping Airport,HPG
Shiyan Wudangshan Airport,WDS
Xiangyang Liuji Airport,XFN
Xinyang Minggang Airport,XAI
Yichang Sanxia Airport,YIH
Haikou Meilan International Airport,HAK
Qionghai Bo'ao Airport,BAR
Sanya Phoenix International Airport,SYX
Orang (Chongjin) Airport,RGO
Pyongyang Sunan International Airport,FNJ
Sondok Airport,DSO
Wonsan Kalma International Airport,WOS
Dunhuang Mogao International Airport,DNH
Golog Maqên Airport,GMQ
Golmud Airport,GOQ
Guyuan Liupanshan Airport,GYU
Huatugou Airport,HTT
Yinchuan Hedong International Airport,INC
Lanzhou Zhongchuan International Airport,LHW
Longnan Chengzhou Airport,LNL
Qingyang Xifeng Airport,IQN
Tianshui Maijishan Airport,THQ
Gannan Xiahe Airport,GXH
Xining Caojiabao International Airport,XNN
Xi'an Xianyang International Airport,XIY
Yan'an Nanniwan Airport,ENY
Yushu Batang Airport,YUS
Zhongwei Shapotou Airport,ZHY
Arvaikheer Airport,AVK
Altai Airport,LTI
Bayankhongor Airport,BYN
Bulgan Airport,UGA
Ulaanbaatar Chinggis Khaan International Airport,UBN
Dalanzadgad Airport,DLZ
Khovd Airport,HVD
Mörön Airport,MXV
Baoshan Yunrui Airport,BSD
Cangyuan Washan Airport,CWJ
Dali Fengyi Airport,DLU
Diqing Shangri-La Airport,DIG
Xishuangbanna Gasa International Airport,JHG
Lancang Jingmai Airport,JMJ
Lincang Boshang Airport,LNJ
Lijiang Sanyi International Airport,LJG
Dehong Mangshi Airport,LUM
Kunming Changshui International Airport,KMG
Xiamen Gaoqi International Airport,XMN
Anqing Tianzhushan Airport / Anqing North Air Base,AQG
Changzhou Benniu International Airport,CZX
Nanchang Changbei International Airport,KHN
Dongying Shengli Airport,DOY
Fuyang Xiguan Airport,FUG
Fuzhou Changle International Airport,FOC
Hangzhou Xiaoshan International Airport,HGH
Heze Mudan Airport,HZA
Jingdezhen Luojia Airport,JDZ
Jining Da'an Airport,JNG
Jinan Yaoqiang International Airport,TNA
Quzhou Airport,JUZ
Lianyungang Huaguoshan International Airport,LYG
Liancheng Guanzhishan Airport,LCX
Taizhou Luqiao Airport,HYN
Linyi Qiyang Airport,LYI
Ningbo Lishe International Airport,NGB
Nanjing Lukou International Airport,NKG
Nantong Xingdong International Airport,NTG
Hefei Xinqiao International Airport,HFE
Shanghai Pudong International Airport,PVG
Qingdao Jiaodong International Airport,TAO
Quanzhou Jinjiang International Airport,JJN
Rizhao Shanzihe Airport,RIZ
Huai'an Lianshui International Airport,HIA
Sanming Shaxian Airport,SQJ
Shangrao Sanqingshan Airport,SQD
Shanghai Hongqiao International Airport,SHA
Tunxi International Airport,TXN
Wuhu Xuanzhou Airport,WHA
Weifang Nanyuan Airport,WEF
Weihai Dashuibo Airport,WEH
Sunan Shuofang International Airport,WUX
Nanping Wuyishan Airport,WUS
Wenzhou Longwan International Airport,WNZ
Xuzhou Guanyin International Airport,XUZ
Yangzhou Taizhou Airport,YTY
Yichun Mingyueshan Airport,YIC
Yancheng Nanyang International Airport,YNZ
Yantai Penglai International Airport,YNT
Yiwu Airport,YIW
Zhoushan Putuoshan Airport,HSN
Ngari Gunsa Airport,NGQ
Anshun Huangguoshu Airport,AVA
Qamdo Bangda Airport,BPX
Bijie Feixiong Airport,BFJ
Chongqing Jiangbei International Airport,CKG
Dazhou Jinya Airport,DZH
Daocheng Yading Airport,DCY
Guangyuan Panlong Airport,GYS
Guiyang Longdongbao International Airport,KWE
Jiuzhai Huanglong Airport,JZH
Kangding Airport,KGT
Kaili Huangping Airport,KJH
Lhasa Gonggar Airport,LXA
Luzhou Yunlong Airport,LZO
Zunyi Maotai Airport,WMT
Mianyang Nanjiao Airport,MIG
Liping Airport,HZH
Nyingchi Mainling Airport,LZY
Liupanshui Yuezhao Airport,LPF
Qianjiang Wulingshan Airport,JIQ
Xigaze Peace Airport / Shigatse Air Base,RKZ
Tengchong Tuofeng Airport,TCZ
Chengdu Tianfu International Airport,TFU
Tongren Fenghuang Airport,TEN
Chengdu Shuangliu International Airport,CTU
Chongqing Xiannüshan Airport,CQW
Xichang Qingshan Airport,XIC
Yibin Wuliangye Airport,YBP
Xingyi Wanfenglin Airport,ACX
Panzhihua Bao'anying Airport,PZI
Zunyi Xinzhou Airport,ZYI
Aksu Hongqipo Airport,AKU
Altay Xuedu Airport,AAT
Bole Alashankou Airport,BPL
Qiemo Yudu Airport,IQM
Fuyun Koktokay Airport,FYN
Hami Airport,HMI
Korla Licheng Airport,KRL
Burqin Kanas Airport,KJI
Xinyuan Nalati Airport,NLT
Ruoqiang Loulan Airport,RQA
Shache Airport,QSZ
Kashgar Laining International Airport,KHG
Turpan Jiaohe Airport,TLQ
Hotan Airport,HTN
Ürümqi Tianshan International Airport,URC
Anshan Teng'ao Airport / Anshan Air Base,AOG
Baicheng Chang'an Airport,DBC
Changbaishan Airport,NBS
Changchun Longjia International Airport,CGQ
Changhai Airport,CNI
Chaoyang Airport,CHG
Dandong Langtou Airport,DDG
Wudalianchi Dedu Airport,DTU
Fuyuan Dongji Airport,FYJ
Harbin Taiping International Airport,HRB
Heihe Aihui Airport,HEK
Daxing'anling Elunchun Airport,JGD
Jiamusi Dongjiao Airport,JMU
Jiansanjiang Shidi Airport,JSJ
Jixi Xingkaihu Airport,JXA
Jinzhou Bay Airport,JNZ
Yichun Lindu Airport,LDS
Mudanjiang Hailang International Airport,MDG
Mohe Gulian Airport,OHE
Qiqihar Sanjiazi Airport,NDG
Songyuan Chaganhu Airport,YSQ
Dalian Zhoushuizi International Airport,DLC
Tonghua Sanyuanpu Airport,TNH
Shenyang Taoxian International Airport,SHE
Yanji Chaoyangchuan Airport,YNJ
Yingkou Lanqi Airport,YKH
